Title,redump_name,serial,MCPFile,EMUFile,PSPSerial,Language,Developer,Genre,Publisher,Release_Date,Region,uuid,Filename
Ace Combat 3: Electrosphere (Disc 2),"Ace Combat 3 - Electrosphere (Japan, Asia) (Disc 2) (Rev 1)",SLPS-02021,SLPS-02021-1.mcd,SLPS-02021_1.mcd,SLPS02021,Japanese,Namco,Shooter / Action / Simulation,Namco,5/27/1999,NTSC-J,1999-05-20-02-00-00-00,
Ace Combat 3: Electrosphere,Ace Combat 3 - Electrosphere (USA),SLUS-00972,SLUS-00972-1.mcd,SLUS-00972_1.mcd,SLUS00972,English,Namco,Shooter / Action / Simulation,Namco,3/2/2000,NTSC-U,1999-12-09-01-01-00-00,
Aces of the Air,Aces of the Air (USA),SLUS-01470,SLUS-01470-1.mcd,SLUS-01470_1.mcd,SLUS01470,English,Highwaystar,Flight Simulator / Action / Shooter,Agetec,9/26/2002,NTSC-U,2002-08-01-19-05-00-00,
Acid,Acid (Japan),SLPS-02119,SLPS-02119-1.mcd,SLPS-02119_1.mcd,SLPS02119,English,Taki,Action / Puzzle,Taki,7/8/1999,NTSC-J,1999-05-28-00-00-00-00,
Acid,Acid (Japan) (Demo),SLPM-80430,SLPM-80430-1.mcd,SLPM-80430_1.mcd,SLPM80430,English,N/A,N/A,N/A,N/A,NTSC-J,1999-04-13-00-00-00-00,
Acid,Acid (Japan) (Major Wave),SLPM-86589,SLPM-86589-1.mcd,SLPM-86589_1.mcd,SLPM86589,English,Taki,Action / Puzzle,Hamster,7/27/2000,NTSC-J,0000-05-15-00-00-00-00,
Aconcagua (Disc 1),Aconcagua (Japan) (Disc 1),SCPS-10131,SCPS-10131-1.mcd,SCPS-10131_1.mcd,SCPS10131,Japanese,Sony,Adventure / Action,Sony,6/1/2000,NTSC-J,0000-04-27-00-00-00-00,
Aconcagua (Disc 2),Aconcagua (Japan) (Disc 2),SCPS-10132,SCPS-10132-1.mcd,SCPS-10132_1.mcd,SCPS10132,Japanese,Sony,Adventure / Action,Sony,6/1/2000,NTSC-J,0000-04-27-00-00-00-00,
Action Bass,Action Bass (Europe),SLES-03105,SLES-03105-1.mcd,SLES-03105_1.mcd,SLES03105,English,Vingt-et-un Systems,Sports / Fishing,Take-Two Interactive,9/29/2000,PAL,0000-09-01-10-00-00-00,
Action Bass,Action Bass (USA),SLUS-01248,SLUS-01248-1.mcd,SLUS-01248_1.mcd,SLUS01248,English,Vingt-et-un Systems,Sports / Fishing,Take 2 Interactive,7/14/2000,NTSC-U,1999-10-06-10-00-00-00,
Action Man: Destruction X,"Action Man - Destruction X (Europe) (En,Fr,De,Es,It)",SLES-03083,SLES-03083-1.mcd,SLES-03083_1.mcd,SLES03083,English / French / German / Italian / Spanish,Blitz Games,Action / Driving / Shooter,3DO / Hasbro Interactive,11/15/2001,PAL,0000-09-26-18-00-00-00,
Action Man: Mission Xtreme,"Action Man - Mission Xtreme (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",SLES-01761,SLES-01761-1.mcd,SLES-01761_1.mcd,SLES01761,Danish / Dutch / English / Finnish / French / German / Italian / Norwegian / Spanish / Swedish,Interactive Studios,Action / Driving / Shooter,Hasbro Interactive,11/30/2000,PAL,1999-09-23-10-00-00-00,
Action Man: Mission Xtreme,"Action Man - Mission Xtreme (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi) (EDC)",SLES-01761,SLES-01761-1.mcd,SLES-01761_1.mcd,SLES01761,Danish / Dutch / English / Finnish / French / German / Italian / Norwegian / Spanish / Swedish,Interactive Studios,Action / Driving / Shooter,Hasbro Interactive,11/30/2000,PAL,1999-09-23-10-00-00-00,
Action Man: Operation Extreme,Action Man - Operation Extreme (USA),SLUS-00887,SLUS-00887-1.mcd,SLUS-00887_1.mcd,SLUS00887,English,Interactive Studios,Action / Driving / Shooter,Hasbro Interactive,11/30/2000,NTSC-U,0000-10-10-13-00-00-00,
Activision Classics,Activision Classics (USA),SLUS-00777,SLUS-00777-1.mcd,SLUS-00777_1.mcd,SLUS00777,English,"Livesay Technologies, Inc",Action / Compilation,"Activision, Inc",9/30/1998,NTSC-U,1998-08-13-09-55-39-00,
Actua Golf,"Actua Golf (Europe) (En,Fr,De)",SLES-00015,SLES-00015-1.mcd,SLES-00015_1.mcd,SLES00015,English / French / German,Gremlin Interactive,Golf,Gremlin Interactive,10/15/1996,PAL,1996-09-02-10-21-42-00,
Actua Golf,Actua Golf (Japan),SLPS-00298,SLPS-00298-1.mcd,SLPS-00298_1.mcd,SLPS00298,English,Gremlin Interactive,Golf,Naxat Soft,4/11/1997,NTSC-J,1996-11-25-09-12-40-00,
Actua Golf 2,Actua Golf 2 (Europe),SLES-00044,SLES-00044-1.mcd,SLES-00044_1.mcd,SLES00044,English,Gremlin Graphics,Golf,Gremlin Graphics,9/5/1997,PAL,1997-08-06-15-40-35-00,
Actua Golf 3,Actua Golf 3 (Europe),SLES-01042,SLES-01042-1.mcd,SLES-01042_1.mcd,SLES01042,English,Gremlin Graphics,Golf,Gremlin Graphics,10/15/1998,PAL,1998-09-30-12-08-41-00,
Actua Ice Hockey,"Actua Ice Hockey (Europe) (En,Fr,De,Sv,Fi)",SLES-00188,SLES-00188-1.mcd,SLES-00188_1.mcd,SLES00188,English / Finnish / French / German / Swedish,Gremlin Graphics,Ice Hockey,Gremlin Graphics,2/10/1998,PAL,1998-01-14-22-20-03-00,
Actua Ice Hockey,Actua Ice Hockey (Japan),SLPM-86078,SLPM-86078-1.mcd,SLPM-86078_1.mcd,SLPM86078,English,Gremlin Graphics,Ice Hockey,Konami,12/17/1998,NTSC-J,1998-09-23-13-44-59-00,
Actua Ice Hockey 2,Actua Ice Hockey 2 (Europe),SLES-01226,SLES-01226-1.mcd,SLES-01226_1.mcd,SLES01226,English,Gremlin Graphics,Ice Hockey,Gremlin Graphics,4/23/1999,PAL,1999-03-17-10-57-21-00,
Actua Pool,Actua Pool (Europe),SLES-01647,SLES-01647-1.mcd,SLES-01647_1.mcd,SLES01647,English,Mirage,Sports / Billiard / Pool,"Gremlin Interactive, Acclaim Entertainment Inc",11/30/1999,PAL,1998-12-16-18-58-51-00,
Actua Soccer: Club Edition,Actua Soccer - Club Edition (Europe),SLES-00190,SLES-00190-1.mcd,SLES-00190_1.mcd,SLES00190,English,Gremlin Graphics,Soccer,Gremlin Graphics,5/1/1997,PAL,1997-04-09-13-43-45-00,
Actua Soccer,Actua Soccer (Japan),SLPS-00297,SLPS-00297-1.mcd,SLPS-00297_1.mcd,SLPS00297,Japanese,Gremlin Interactive,Soccer,Naxat Soft,7/19/1996,NTSC-J,1917-04-25-18-20-18-00,
Actua Soccer 2,"Actua Soccer 2 (Europe) (En,Fr)",SLES-00021,SLES-00021-1.mcd,SLES-00021_1.mcd,SLES00021,English / French,Gremlin Graphics,Soccer,Gremlin Graphics,11/28/1997,PAL,1997-10-29-01-05-45-00,
Actua Soccer 2,"Actua Soccer 2 (Germany) (En,De)",SLES-01029,SLES-01029-1.mcd,SLES-01029_1.mcd,SLES01029,English / German,Gremlin Graphics,Soccer,Gremlin Graphics,11/28/1997,PAL,1997-10-29-22-11-54-00,
Actua Soccer 2,Actua Soccer 2 (Italy),SLES-01028,SLES-01028-1.mcd,SLES-01028_1.mcd,SLES01028,Italian,Gremlin Graphics,Soccer,Gremlin Graphics,11/28/1997,PAL,1997-10-30-18-47-00-00,
Actua Soccer 3,Actua Soccer 3 (Europe),SLES-01210,SLES-01210-1.mcd,SLES-01210_1.mcd,SLES01210,English,Gremlin Graphics,Soccer,Gremlin Graphics,12/4/1998,PAL,1998-11-04-08-58-29-00,
Actua Soccer 3,Actua Soccer 3 (France),SLES-01644,SLES-01644-1.mcd,SLES-01644_1.mcd,SLES01644,French,Gremlin Graphics,Soccer,Gremlin Graphics,12/4/1998,PAL,1998-11-09-02-54-10-00,
Actua Soccer 3,Actua Soccer 3 (Germany),SLES-01645,SLES-01645-1.mcd,SLES-01645_1.mcd,SLES01645,German,Gremlin Graphics,Soccer,Gremlin Graphics,12/4/1998,PAL,1998-11-09-03-40-18-00,
Actua Soccer 3,Actua Soccer 3 (Italy),SLES-01646,SLES-01646-1.mcd,SLES-01646_1.mcd,SLES01646,Italian,Gremlin Graphics,Soccer,Gremlin Graphics,12/4/1998,PAL,1998-11-11-18-38-31-00,
Actua Tennis,Actua Tennis (Europe),SLES-00265,SLES-00265-1.mcd,SLES-00265_1.mcd,SLES00265,English,Gremlin Graphics,Tennis,Gremlin Graphics,9/25/1998,PAL,1998-08-21-00-21-15-00,
Actua Tennis,"Actua Tennis (Europe) (Fr,De)",SLES-01396,SLES-01396-1.mcd,SLES-01396_1.mcd,SLES01396,French / German,Gremlin Graphics,Tennis,Gremlin Graphics,9/25/1998,PAL,1998-09-02-19-26-37-00,
Addie no Okurimono: To Moze from Addie,Addie no Okurimono - To Moze from Addie (Japan),SCPS-10126,SCPS-10126-1.mcd,SCPS-10126_1.mcd,SCPS10126,Japanese,Sony,Puzzle / Adventure,Sony,2/3/2000,NTSC-J,1999-12-13-18-00-00-00,
Addie no Okurimono: To Moze from Addie,Addie no Okurimono - To Moze from Addie (Japan) (Demo),PAPX-90105,PAPX-90105-1.mcd,PAPX-90105_1.mcd,PAPX90105,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1999-11-02-15-00-00-00,
Adiboo & Paziral's Secret,"Adiboo & Paziral's Secret (Europe) (En,Fr,De,Es,It)",SLES-04108,SLES-04108-1.mcd,SLES-04108_1.mcd,SLES04108,English / French / German / Italian / Spanish,Coktel Vision / Neko Entertaiment,Action / Platformer,"Vivendi Universal Games, Inc",10/24/2003,PAL,2003-08-30-00-00-00-00,
Adibou et L'Ombre Verte,Adibou et l'Ombre Verte (France),SCES-03558,SCES-03558-1.mcd,SCES-03558_1.mcd,SCES03558,French,Coktel Vision,Adventure / Action,"Vivendi Universal Games, Inc",10/2/2001,PAL,2001-08-13-11-00-00-00,
Adidas Power Soccer,"Adidas Power Soccer (Europe) (En,Fr,De,Es,It)",SLES-00189,SLES-00189-1.mcd,SLES-00189_1.mcd,SLES00189,English / French / German / Italian / Spanish,Psygnosis,Soccer,Psygnosis,6/10/1996,PAL,1996-04-23-10-20-00-00,
Adidas Power Soccer,Adidas Power Soccer (USA),SCUS-94502,SCUS-94502-1.mcd,SCUS-94502_1.mcd,SCUS94502,English,Psygnosis,Soccer,Psygnosis,8/31/1996,NTSC-U,1996-08-22-11-00-00-00,
Adidas Power Soccer 2,"Adidas Power Soccer 2 (Europe) (En,Fr,De,Es,It,Nl)",SLES-00857,SLES-00857-1.mcd,SLES-00857_1.mcd,SLES00857,Dutch / English / French / German / Italian / Spanish,Shen Technologies SARL,Soccer,Psygnosis,12/10/1997,PAL,1997-10-22-14-00-00-00,
Adidas Power Soccer 98,"Adidas Power Soccer 98 (Europe) (En,Fr,De,Es,It,Nl)",SLES-01239,SLES-01239-1.mcd,SLES-01239_1.mcd,SLES01239,Dutch / English / French / German / Italian / Spanish,Shen,Soccer,Psygnosis,6/24/1998,PAL,1998-04-13-09-00-00-00,
Adidas Power Soccer 98 (Demo),Adidas Power Soccer 98 (France) (Demo),SLED-01310,SLED-01310-1.mcd,SLED-01310_1.mcd,SLED01310,French,N/A,N/A,N/A,N/A,PAL,1998-04-17-20-00-00-00,
Adidas Power Soccer 98 (Demo),Adidas Power Soccer 98 (Germany) (Demo),SLED-01311,SLED-01311-1.mcd,SLED-01311_1.mcd,SLED01311,German,N/A,N/A,N/A,N/A,PAL,1998-04-17-02-00-00-00,
Adidas Power Soccer 98,Adidas Power Soccer 98 (USA),SLUS-00547,SLUS-00547-1.mcd,SLUS-00547_1.mcd,SLUS00547,English,Shen,Soccer,Psygnosis,6/24/1998,NTSC-U,1998-03-31-20-00-00-00,
Adidas Power Soccer International '97,"Adidas Power Soccer International '97 (Europe) (En,Fr,De,Es,It,Nl)",SLES-00270,SLES-00270-1.mcd,SLES-00270_1.mcd,SLES00270,Dutch / English / French / German / Italian / Spanish,Shen Technologies SARL,Soccer,Psygnosis,4/10/1997,PAL,1997-02-27-13-41-24-00,
Adlib Ouji: ...to Fuyukai na Nakama-tachi!?,Adlib Ouji - ...to Fuyukai na Nakama-tachi! (Japan),SLPS-03510,SLPS-03510-1.mcd,SLPS-03510_1.mcd,SLPS03510,Japanese,Nippon Telenet,Gambling,Nippon Telenet,12/19/2002,NTSC-J,2002-11-05-10-00-00-00,
Advan Racing,Advan Racing (Japan),SLPS-01689,SLPS-01689-1.mcd,SLPS-01689_1.mcd,SLPS01689,Japanese,Atlus Co,Driving / RAcing,Atlus Co,11/19/1998,NTSC-J,1998-10-13-21-00-00-00,
Advanced Dungeons & Dragons: Iron & Blood: Warriors of Ravenloft,Advanced Dungeons & Dragons - Iron & Blood - Warriors of Ravenloft (Europe),SLES-00386,SLES-00386-1.mcd,SLES-00386_1.mcd,SLES00386,English,Take 2 Interactive,Fighting,Acclaim Entertaiment,11/15/1996,PAL,1996-10-01-23-59-59-99,
Advanced Dungeons & Dragons: Iron & Blood: Warriors of Ravenloft,Advanced Dungeons & Dragons - Iron & Blood - Warriors of Ravenloft (USA),SLUS-00378,SLUS-00378-1.mcd,SLUS-00378_1.mcd,SLUS00378,English,Take 2 Interactive,Fighting,Acclaim Entertaiment,10/31/1996,NTSC-U,1996-09-10-00-00-00-00,
Advanced Dungeons & Dragons: Iron & Blood: Warriors of Ravenloft (Demo),Advanced Dungeons & Dragons - Iron & Blood - Warriors of Ravenloft (USA) (Demo),SLUS-00212,SLUS-00212-1.mcd,SLUS-00212_1.mcd,SLUS00212,English,N/A,N/A,N/A,N/A,NTSC-U,1996-08-04-23-59-59-99,
Advanced V.G.,Advanced V.G. (Japan),SLPS-00208,SLPS-00208-1.mcd,SLPS-00208_1.mcd,SLPS00208,Japanese,TGL,Fighting,TGL,4/19/1996,NTSC-J,1996-02-15-23-00-00-00,
Advanced V.G.,Advanced V.G. (Japan) (Demo),SLPM-80017,SLPM-80017-1.mcd,SLPM-80017_1.mcd,SLPM80017,English,N/A,N/A,N/A,N/A,NTSC-J,1995-11-02-22-58-26-00,
Advanced V.G. 2,Advanced V.G. 2 (Japan),SLPS-01318,SLPS-01318-1.mcd,SLPS-01318_1.mcd,SLPS01318,Japanese,TGL,Fighting,TGL,9/23/1998,NTSC-J,1998-07-30-19-59-16-00,
"Adventures of Lomax, The","Adventures of Lomax, The (USA)",SCUS-94906,SCUS-94906-1.mcd,SCUS-94906_1.mcd,SCUS94906,English,Psygnosis,Platformer,Psygnosis,10/15/1996,NTSC-U,1996-08-27-19-00-00-00,
Aerodive,Aerodive (Japan),SLPS-02367,SLPS-02367-1.mcd,SLPS-02367_1.mcd,SLPS02367,Japanese,Metro,Sports / Simulation,Banpresto,1/11/2001,NTSC-J,0000-09-13-11-50-56-00,
Oz no Mahoutsukai: Another World: Rung Rung,Oz no Mahoutsukai - Another World - Rung Rung (Japan),SLPS-02335,SLPS-02335-1.mcd,SLPS-02335_1.mcd,SLPS02335,Japanese,Affect,Adventure,Affect,6/15/2000,NTSC-J,0000-02-25-09-00-00-00,
AFL 99,AFL 99 (Australia),SLES-01875,SLES-01875-1.mcd,SLES-01875_1.mcd,SLES01875,English,Electronic Arts,Sports,Electronic Arts,6/10/1996,PAL,1999-05-01-14-36-18-00,
Afraid Gear,Afraid Gear (Japan),SLPS-00995,SLPS-00995-1.mcd,SLPS-00995_1.mcd,SLPS00995,Japanese,Office Create,Simulation / Strategy,"Asmik Ace Entertainment, Inc",10/29/1998,NTSC-J,1998-09-20-01-37-49-00,
Afraid Gear Another,Afraid Gear Another (Japan),SLPM-86834,SLPM-86834-1.mcd,SLPM-86834_1.mcd,SLPM86834,Japanese,Office Create,Simulation / Strategy,"Asmik Ace Entertainment, Inc",6/14/2001,NTSC-J,1901-05-01-08-00-00-00,
Agent Armstrong: Himitsu Shirei Daisakusen,Agent Armstrong - Himitsu Shirei Daisakusen (Japan),SLPS-01073,SLPS-01073-1.mcd,SLPS-01073_1.mcd,SLPS01073,Japanese,King of the Jungle,Shooter / Platformer,We Net,12/4/1997,NTSC-J,1997-08-14-21-34-34-00,
Agent Armstrong,"Agent Armstrong (Europe) (En,Fr,De,Es)",SLES-00474,SLES-00474-1.mcd,SLES-00474_1.mcd,SLES00474,English / French / German / Spanish,King of the Jungle,Shooter / Platformer,Virgin Interactive,10/15/1997,PAL,1997-08-29-21-34-34-00,
Agile Warrior: F-111X,Agile Warrior - F-111X (Europe),SLES-00124,SLES-00124-1.mcd,SLES-00124_1.mcd,SLES00124,English,Black Ops Entertaiment,Action / Shooter,Virgin Interactive,3/10/1996,PAL,1995-06-15-21-00-00-00,
Agile Warrior: F-111X,Agile Warrior - F-111X (Japan),SLPS-00179,SLPS-00179-1.mcd,SLPS-00179_1.mcd,SLPS00179,Japanese,Black Ops Entertaiment,Action / Shooter,Virgin Interactive,1/15/1996,NTSC-J,1995-06-15-21-00-00-00,
Agile Warrior: F-111X,Agile Warrior - F-111X (USA),SLUS-00023,SLUS-00023-1.mcd,SLUS-00023_1.mcd,SLUS00023,English,Black Ops Entertaiment,Action / Shooter,Virgin Interactive,11/21/1995,NTSC-U,1995-06-15-21-00-00-00,
Aging Disk,Aging Disk (Japan),PTPX-97002,PTPX-97002-1.mcd,PTPX-97002_1.mcd,PTPX97002,English,N/A,N/A,N/A,N/A,NTSC-J,1994-09-27-13-28-06-00,
AI Mahjong 2000,AI Mahjong 2000 (Japan),SLPS-02411,SLPS-02411-1.mcd,SLPS-02411_1.mcd,SLPS02411,Japanese,i4 Corporation,Board / Mahjong.,i4 Corporation,11/25/1999,NTSC-J,1999-10-19-13-19-58-00,
AI Mahjong Selection,AI Mahjong Selection (Japan),SLPM-87117,SLPM-87117-1.mcd,SLPM-87117_1.mcd,SLPM87117,Japanese,i4 Corporation,Board / Mahjong.,Hamster,7/25/2002,NTSC-J,2002-04-11-00-00-00-00,
AI Shougi,AI Shougi (Japan),SLPS-00109,SLPS-00109-1.mcd,SLPS-00109_1.mcd,SLPS00109,Japanese,Soft Bank,Board / Shogi,Soft Bank,11/22/1995,NTSC-J,1995-10-18-21-00-00-00,
AI Shougi 2,AI Shougi 2 (Japan),SLPS-01159,SLPS-01159-1.mcd,SLPS-01159_1.mcd,SLPS01159,Japanese,Ascii Something Good Corporation,Board / Shogi,Gamebank,12/25/1997,NTSC-J,1997-11-17-11-25-00-00,
AI Shougi 2 Deluxe,AI Shougi 2 Deluxe (Japan),SLPS-02285,SLPS-02285-1.mcd,SLPS-02285_1.mcd,SLPS02285,Japanese,i4 Corporation,Board / Shogi,i4 Corporation,9/22/1999,NTSC-J,1999-08-01-16-57-57-00,
AI Shougi Selection,AI Shougi Selection (Japan),SLPM-87068,SLPM-87068-1.mcd,SLPM-87068_1.mcd,SLPM87068,Japanese,I4 Corporation,Shogi,Hamster,5/23/2002,NTSC-J,1997-11-25-17-11-20-00,
Ai to Yuujou no Neko Monogatari. Jingle Cats: Love Para Daisakusen no Maki,Ai to Yuujou no Neko Monogatari. Jingle Cats - Love Para Daisakusen no Maki (Japan),SLPS-01409,SLPS-01409-1.mcd,SLPS-01409_1.mcd,SLPS01409,Japanese,Sony,Strategy / Breeding,Sony,7/16/1998,NTSC-J,1998-06-11-00-00-00-00,
Air Combat (EDC),Air Combat (Europe),SCES-00007,SCES-00007-1.mcd,SCES-00007_1.mcd,SCES00007,English,Namco,Action / Shooter,Namco,10/10/1995,PAL,1995-08-24-11-00-00-00,
Air Combat (EDC),Air Combat (Europe) (EDC),SCES-00007,SCES-00007-1.mcd,SCES-00007_1.mcd,SCES00007,English,Namco,Action / Shooter,Namco,10/10/1995,PAL,1995-08-24-11-00-00-00,
Air Combat,Air Combat (USA),SLUS-00001,SLUS-00001-1.mcd,SLUS-00001_1.mcd,SLUS00001,English,Namco,Action / Shooter,Namco,9/13/1995,NTSC-U,1995-08-22-12-00-00-00,
Air Hockey,Air Hockey (Europe),SLES-03743,SLES-03743-1.mcd,SLES-03743_1.mcd,SLES03743,English,Success,Sports,Midas Games,4/5/2002,PAL,2001-11-08-12-00-00-00,
Air Hockey,Air Hockey (USA),SLUS-01467,SLUS-01467-1.mcd,SLUS-01467_1.mcd,SLUS01467,English,Success,Sports,Mud Duck Productions,9/10/2003,NTSC-U,2002-07-02-12-20-22-00,
Air Management '96,Air Management '96 (Japan),SLPS-00269,SLPS-00269-1.mcd,SLPS-00269_1.mcd,SLPS00269,Japanese,Koei,Simulation,Koei,3/22/1996,NTSC-J,1996-02-05-14-00-00-00,
Air Race,Air Race (Europe),SLES-00762,SLES-00762-1.mcd,SLES-00762_1.mcd,SLES00762,English,Xing Entertainment,Racing,THQ,1/10/1997,PAL,1997-11-03-15-02-12-00,
AirAssault: The Red Mercury Missions,AirAssault - The Red Mercury Missions (Japan),SIPS-60005,SIPS-60005-1.mcd,SIPS-60005_1.mcd,SIPS60005,Japanese,SingleTrac,Action / Shooter,Sony Computer Entertainment Japan,4/14/1996,NTSC-J,1995-07-28-18-24-34-00,
AirAssault: The Red Mercury Missions,AirAssault - The Red Mercury Missions (Japan) (Demo),PCPX-96041,PCPX-96041-1.mcd,PCPX-96041_1.mcd,PCPX96041,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1996-07-22-18-00-00-00,
AirGrave,AirGrave (Japan),SLPS-00559,SLPS-00559-1.mcd,SLPS-00559_1.mcd,SLPS00559,Japanese,Santos,Shooter,Santos,11/29/1996,NTSC-J,1996-10-14-07-20-00-00,
Aironauts,"Aironauts (Europe) (En,Fr,De)",SLES-02137,SLES-02137-1.mcd,SLES-02137_1.mcd,SLES02137,English / French / German,Red Lemon Studios,Action / Shooter,"Red Storm Entertainment, Inc. / Take 2 Interactive",8/10/1999,PAL,1999-07-09-12-00-00-00,
AirRace Championship,AirRace Championship (Japan),SLPS-01879,SLPS-01879-1.mcd,SLPS-01879_1.mcd,SLPS01879,Japanese,Xing Entertainment,Racing,Xing Entertainment,4/3/1999,NTSC-J,1999-01-20-18-46-48-00,
The Airs,"Airs, The (Japan)",SLPS-01916,SLPS-01916-1.mcd,SLPS-01916_1.mcd,SLPS01916,Japanese,Pack in Soft,RPG / Adventure,Victor Interactive Software,3/25/1999,NTSC-J,1999-02-18-22-39-00-00,
Aishiau Koto Shika Dekinai,Aishiau Koto Shika Dekinai (Japan),SLPS-01096,SLPS-01096-1.mcd,SLPS-01096_1.mcd,SLPS01096,Japanese,Coconuts Japan,Visual novel,Coconuts Japan,2/11/1998,NTSC-J,1997-10-27-07-44-04-00,
Aitakute...: Your Smiles in My Heart: Oroshitate no Diary: Introduction Disc,Aitakute... - Your Smiles in My Heart - Oroshitate no Diary - Introduction Disc (Japan),SLPM-80162,SLPM-80162-1.mcd,SLPM-80162_1.mcd,SLPM80162,Japanese,N/A,N/A,N/A,N/A,NTSC-J,1997-10-26-00-00-00-00,
Aitakute...: Your Smiles in My Heart (Disc 1),Aitakute... - Your Smiles in My Heart (Japan) (Disc 1),SLPM-86254,SLPM-86254-1.mcd,SLPM-86254_1.mcd,SLPM86254,Japanese,KCET,Dating Simulation,Konami,3/16/2000,NTSC-J,1999-11-29-00-00-00-00,
Aitakute...: Your Smiles in My Heart (Disc 2),Aitakute... - Your Smiles in My Heart (Japan) (Disc 2),SLPM-86255,SLPM-86255-1.mcd,SLPM-86255_1.mcd,SLPM86255,Japanese,KCET,Dating Simulation,Konami,3/16/2000,NTSC-J,1999-11-29-00-00-00-00,
Aitakute...: Your Smiles in My Heart (Disc 3),Aitakute... - Your Smiles in My Heart (Japan) (Disc 3),SLPM-86256,SLPM-86256-1.mcd,SLPM-86256_1.mcd,SLPM86256,Japanese,KCET,Dating Simulation,Konami,3/16/2000,NTSC-J,1999-11-29-00-00-00-00,
Aitakute...: Your Smiles in My Heart (Disc 4),Aitakute... - Your Smiles in My Heart (Japan) (Disc 4),SLPM-86257,SLPM-86257-1.mcd,SLPM-86257_1.mcd,SLPM86257,Japanese,KCET,Dating Simulation,Konami,3/16/2000,NTSC-J,1999-11-29-00-00-00-00,
Akagawa Jirou: Majo-tachi no Nemuri: Fukkatsusai,Akagawa Jirou - Majo-tachi no Nemuri - Fukkatsusai (Japan),SLPS-01863,SLPS-01863-1.mcd,SLPS-01863_1.mcd,SLPS01863,Japanese,Office Create,Adventure,Victor Interactive Software,4/15/1999,NTSC-J,1999-03-07-08-00-00-00,
Akagawa Jirou: Yasoukyoku,Akagawa Jirou - Yasoukyoku (Japan),SLPS-01462,SLPS-01462-1.mcd,SLPS-01462_1.mcd,SLPS01462,Japanese,Victor Entertainment / Unit Craze,Adventure,Pack-in-Soft (Victor),7/16/1998,NTSC-J,1998-06-11-15-01-00-00,
Akagawa Jirou: Yasoukyoku,Akagawa Jirou - Yasoukyoku (Japan) (Shokai Genteiban),SLPS-01415,SLPS-01415-1.mcd,SLPS-01415_1.mcd,SLPS01415,Japanese,Victor Entertainment / Unit Craze,Adventure,Pack-in-Soft (Victor),7/16/1998,NTSC-J,1998-06-11-15-01-00-00,
Akagawa Jirou: Yasoukyoku 2,Akagawa Jirou - Yasoukyoku 2 (Japan),SLPS-03213,SLPS-03213-1.mcd,SLPS-03213_1.mcd,SLPS03213,Japanese,Team Craze,Adventure,Victor Entertainment,6/14/2001,NTSC-J,1901-05-06-18-20-00-00,
Akazu no Ma,Akazu no Ma (Japan),SLPS-00619,SLPS-00619-1.mcd,SLPS-00619_1.mcd,SLPS00619,Japanese,Visit,Adventure,Visit,5/9/1997,NTSC-J,1997-03-29-14-00-00-00,
Akuji the Heartless,"Akuji the Heartless (Europe) (En,Fr,De)",SLES-01298,SLES-01298-1.mcd,SLES-01298_1.mcd,SLES01298,English / French / German,"Crystal Dynamics, Inc",Action / Platformer,Eidos Interactive,2/26/1999,PAL,1999-01-13-16-17-55-00,
Akuji the Heartless,Akuji the Heartless (USA),SLUS-00715,SLUS-00715-1.mcd,SLUS-00715_1.mcd,SLUS00715,English,"Crystal Dynamics, Inc",Action / Platformer,Eidos Interactive,6/24/1998,NTSC-U,1998-11-06-14-01-00-00,
Akumajou Dracula X: Gekka no Yasoukyoku,Akumajou Dracula X - Gekka no Yasoukyoku (Japan),SLPM-86023,SLPM-86023-1.mcd,SLPM-86023_1.mcd,SLPM86023,Japanese,Konami,Platformer / Action,Konami,3/20/1997,NTSC-J,1997-03-06-12-30-00-00,
Akumajou Dracula X: Gekka no Yasoukyoku,Akumajou Dracula X - Gekka no Yasoukyoku (Japan) (Rev 1),SLPM-86023,SLPM-86023-1.mcd,SLPM-86023_1.mcd,SLPM86023,Japanese,Konami,Platformer / Action,Konami,3/20/1997,NTSC-J,1997-03-06-12-30-00-00,
Albaria no Otome: Uruwashi no Seikishitachi,Albaria no Otome - Uruwashi no Seikishitachi (Japan),SLPS-01578,SLPS-01578-1.mcd,SLPS-01578_1.mcd,SLPS01578,Japanese,NCS,Simulation / RPG,Masaya,10/8/1998,NTSC-J,1998-08-13-00-00-00-00,
Alex Ferguson's Player Manager 2001,Alex Ferguson's Player Manager 2001 (Europe),SLES-03150,SLES-03150-1.mcd,SLES-03150_1.mcd,SLES03150,English,Anco,Soccer / Manager,3DO,11/24/2000,PAL,0000-11-03-12-00-00-00,
Alex Ferguson's Player Manager 2002,Alex Ferguson's Player Manager 2002 (Europe),SLES-03775,SLES-03775-1.mcd,SLES-03775_1.mcd,SLES03775,English,Anco,Soccer Management,UBI Soft Entertainment,5/17/2002,PAL,2002-03-31-12-00-00-00,
Alexandra Ledermann 2: Equitation Competition,Alexandra Ledermann 2 - Equitation Competition (France),SLES-03290,SLES-03290-1.mcd,SLES-03290_1.mcd,SLES03290,French,Tantalus Interactive,Sports,Midas Interactive,7/2/2003,PAL,2001-01-31-12-38-56-00,
